"temperature","weather_id","humidity","dew_point","precipitation","cloud_cover","wind_speed","weather_code","last_seen"
17.0,473,62.0,9.7,0.0,0,18.0,0,2026-06-12 21:20:03.567 +0100
16.8,474,64.0,9.9,0.0,0,17.6,0,2026-06-12 21:40:03.807 +0100
16.3,475,66.0,10.0,0.0,0,17.3,0,2026-06-12 22:00:04.863 +0100
16.1,476,67.0,10.0,0.0,0,16.9,0,2026-06-12 22:20:04.065 +0100
15.9,477,68.0,10.0,0.0,0,16.6,0,2026-06-12 22:40:03.070 +0100
15.4,478,70.0,10.0,0.0,1,15.8,0,2026-06-12 23:00:04.023 +0100
15.3,479,71.0,10.1,0.0,10,14.8,0,2026-06-12 23:20:03.369 +0100
15.1,480,71.0,9.9,0.0,25,16.2,1,2026-06-12 23:40:03.414 +0100
14.8,481,71.0,9.6,0.0,50,15.8,2,2026-06-13 00:00:04.572 +0100
14.6,482,71.0,9.4,0.0,52,15.8,2,2026-06-13 00:20:03.581 +0100
14.5,483,70.0,9.1,0.0,44,17.3,1,2026-06-13 00:40:03.615 +0100
14.2,484,70.0,8.8,0.0,44,18.0,1,2026-06-13 01:00:04.467 +0100
14.0,485,70.0,8.6,0.0,36,18.0,1,2026-06-13 01:20:03.476 +0100
13.8,486,69.0,8.2,0.0,21,19.1,1,2026-06-13 01:40:03.512 +0100
13.5,487,69.0,7.9,0.0,0,19.1,0,2026-06-13 02:00:04.264 +0100
13.3,488,69.0,7.8,0.0,0,18.4,0,2026-06-13 02:20:03.582 +0100
13.2,489,70.0,7.8,0.0,0,17.6,0,2026-06-13 02:40:03.618 +0100
12.7,490,71.0,7.6,0.0,0,15.8,0,2026-06-13 03:00:04.575 +0100
12.5,491,71.0,7.4,0.0,0,15.8,0,2026-06-13 03:20:03.586 +0100
12.4,492,70.0,7.1,0.0,0,16.6,0,2026-06-13 03:40:03.732 +0100
12.2,493,70.0,6.9,0.0,0,17.3,0,2026-06-13 04:00:06.011 +0100
12.1,494,70.0,6.8,0.0,12,16.6,0,2026-06-13 04:20:03.077 +0100
12.0,495,73.0,7.3,0.0,0,14.4,0,2026-06-13 04:40:03.009 +0100
11.7,496,75.0,7.5,0.0,0,14.0,0,2026-06-13 05:00:04.376 +0100
11.7,497,76.0,7.6,0.0,0,14.0,0,2026-06-13 05:20:04.309 +0100
11.6,498,76.0,7.5,0.0,0,14.4,0,2026-06-13 05:40:03.320 +0100
11.6,499,76.0,7.6,0.0,0,14.8,0,2026-06-13 06:00:05.609 +0100
11.7,500,76.0,7.6,0.0,0,15.1,0,2026-06-13 06:20:03.698 +0100
11.7,501,75.0,7.5,0.0,0,15.1,0,2026-06-13 06:40:03.938 +0100
12.1,502,73.0,7.4,0.0,0,15.8,0,2026-06-13 07:00:05.101 +0100
12.3,503,71.0,7.2,0.0,9,16.6,0,2026-06-13 07:20:03.188 +0100
12.6,504,69.0,7.1,0.0,33,17.3,1,2026-06-13 07:40:04.247 +0100
13.2,505,65.0,6.8,0.0,64,18.0,2,2026-06-13 08:00:05.409 +0100
13.4,506,63.0,6.5,0.0,64,18.4,2,2026-06-13 08:20:03.601 +0100
13.4,507,62.0,6.3,0.0,60,18.7,2,2026-06-13 08:40:03.732 +0100
13.7,508,60.0,6.1,0.0,67,19.4,2,2026-06-13 09:00:04.697 +0100
13.9,509,59.0,6.1,0.0,69,19.4,2,2026-06-13 09:20:03.912 +0100
14.1,510,57.0,5.7,0.0,70,19.1,2,2026-06-13 09:40:03.947 +0100
14.6,511,54.0,5.4,0.0,68,19.1,2,2026-06-13 10:00:05.005 +0100
14.8,512,53.0,5.3,0.0,63,19.4,2,2026-06-13 10:20:03.300 +0100
15.1,513,51.0,5.0,0.0,57,19.8,2,2026-06-13 10:40:03.437 +0100
15.6,514,49.0,4.9,0.0,38,20.5,1,2026-06-13 11:00:05.010 +0100
15.9,515,48.0,4.9,0.0,41,20.5,1,2026-06-13 11:20:03.296 +0100
16.2,516,47.0,4.9,0.0,45,20.5,1,2026-06-13 11:40:03.433 +0100
16.6,517,46.0,5.0,0.0,48,20.2,1,2026-06-13 12:00:04.908 +0100
16.7,518,46.0,5.1,0.0,56,19.4,2,2026-06-13 12:20:04.023 +0100
16.9,519,46.0,5.2,0.0,57,19.4,2,2026-06-13 12:40:03.035 +0100
16.9,520,48.0,5.9,0.0,48,19.1,1,2026-06-13 13:00:04.605 +0100
17.0,521,48.0,5.9,0.0,46,19.1,1,2026-06-13 13:20:03.615 +0100
17.6,522,46.0,5.8,0.0,51,19.4,2,2026-06-13 13:40:03.731 +0100
17.8,523,45.0,5.7,0.0,45,19.1,1,2026-06-13 14:00:05.221 +0100
18.0,524,44.0,5.6,0.0,48,18.7,1,2026-06-13 14:20:03.205 +0100
18.1,525,44.0,5.6,0.0,53,18.4,2,2026-06-13 14:40:04.267 +0100
18.3,526,43.0,5.5,0.0,63,17.6,2,2026-06-13 15:00:04.099 +0100
18.3,527,43.0,5.5,0.0,65,17.3,2,2026-06-13 15:20:03.101 +0100
18.3,528,44.0,5.9,0.0,65,17.3,2,2026-06-13 15:40:03.339 +0100
18.3,529,45.0,6.2,0.0,66,17.3,2,2026-06-13 16:00:04.089 +0100
18.3,530,46.0,6.5,0.0,70,17.3,2,2026-06-13 16:20:03.006 +0100
18.2,531,46.0,6.4,0.0,75,17.6,2,2026-06-13 16:40:03.152 +0100
18.0,532,47.0,6.6,0.0,81,18.0,3,2026-06-13 17:00:04.310 +0100
18.0,533,47.0,6.5,0.0,78,18.0,2,2026-06-13 17:20:03.320 +0100
17.9,534,46.0,6.2,0.0,71,18.0,2,2026-06-13 17:40:03.250 +0100
17.8,535,46.0,6.1,0.0,61,17.6,2,2026-06-13 18:00:04.413 +0100
17.7,536,46.0,6.0,0.0,63,17.6,2,2026-06-13 18:20:03.322 +0100
17.5,537,47.0,6.1,0.0,67,18.0,2,2026-06-13 18:40:03.356 +0100
17.2,538,49.0,6.4,0.0,77,18.4,2,2026-06-13 19:00:04.825 +0100
17.0,539,50.0,6.5,0.0,80,18.4,3,2026-06-13 19:20:04.246 +0100
16.7,540,51.0,6.5,0.0,82,18.0,3,2026-06-13 19:40:03.462 +0100
16.3,541,53.0,6.7,0.0,86,17.3,3,2026-06-13 20:00:04.829 +0100
16.1,542,54.0,6.8,0.0,91,16.6,3,2026-06-13 20:20:04.250 +0100
15.9,543,55.0,6.9,0.0,98,15.5,3,2026-06-13 20:40:03.467 +0100
15.6,544,58.0,7.4,0.0,100,13.7,3,2026-06-13 21:00:04.936 +0100
15.4,545,59.0,7.5,0.0,86,13.3,3,2026-06-13 21:20:03.127 +0100
15.2,546,61.0,7.7,0.0,63,13.0,2,2026-06-13 21:40:03.365 +0100
14.7,547,63.0,7.8,0.0,31,13.0,1,2026-06-13 22:00:05.039 +0100
14.5,548,64.0,7.8,0.0,39,13.0,1,2026-06-13 22:20:03.333 +0100
14.4,549,65.0,7.9,0.0,58,13.3,2,2026-06-13 22:40:03.575 +0100
14.1,550,67.0,8.1,0.0,92,13.7,3,2026-06-13 23:00:05.353 +0100
14.0,551,68.0,8.2,0.0,93,13.3,3,2026-06-13 23:20:04.053 +0100
14.0,552,69.0,8.4,0.0,88,12.2,3,2026-06-13 23:40:03.372 +0100
13.9,553,70.0,8.5,0.0,74,11.2,2,2026-06-14 00:00:04.638 +0100
13.7,554,71.0,8.6,0.0,71,11.5,2,2026-06-14 00:20:04.059 +0100
13.5,555,72.0,8.6,0.0,70,12.2,2,2026-06-14 00:40:03.275 +0100
13.1,556,74.0,8.6,0.0,63,13.3,2,2026-06-14 01:00:04.537 +0100
13.1,557,73.0,8.4,0.0,21,13.3,1,2026-06-14 01:20:03.732 +0100
13.0,558,74.0,8.5,0.0,42,13.0,1,2026-06-14 01:40:04.096 +0100
12.8,559,75.0,8.5,0.0,77,12.2,2,2026-06-14 02:00:04.234 +0100
12.7,560,76.0,8.6,0.0,81,11.9,3,2026-06-14 02:20:03.346 +0100
12.6,561,77.0,8.7,0.0,62,11.5,2,2026-06-14 02:40:03.687 +0100
12.7,562,77.0,8.8,0.0,74,11.2,2,2026-06-14 03:00:04.745 +0100
12.6,563,78.0,8.9,0.0,74,11.9,2,2026-06-14 03:20:03.952 +0100
12.5,564,78.0,8.8,0.0,72,11.2,2,2026-06-14 03:40:03.062 +0100
12.3,565,79.0,8.8,0.0,65,10.1,2,2026-06-14 04:00:05.449 +0100
12.0,566,79.0,8.5,0.0,59,9.7,2,2026-06-14 04:20:03.248 +0100
11.8,567,79.0,8.3,0.0,100,10.4,3,2026-06-14 04:40:03.189 +0100
11.8,568,80.0,8.5,0.0,41,10.4,1,2026-06-14 05:00:04.142 +0100
11.7,569,80.0,8.4,0.0,42,11.2,1,2026-06-14 05:20:02.948 +0100
11.7,570,80.0,8.4,0.0,45,10.8,1,2026-06-14 05:40:02.880 +0100
11.7,571,79.0,8.2,0.0,100,10.4,3,2026-06-14 06:00:05.270 +0100
11.6,572,79.0,8.1,0.0,100,10.1,3,2026-06-14 06:20:03.155 +0100
11.3,573,79.0,7.8,0.0,100,12.2,3,2026-06-14 06:40:03.086 +0100
11.5,574,78.0,7.8,0.0,100,13.3,3,2026-06-14 07:00:04.246 +0100
11.7,575,77.0,7.8,0.0,100,13.3,3,2026-06-14 07:20:03.143 +0100
11.5,576,78.0,7.8,0.0,100,11.5,3,2026-06-14 07:40:03.085 +0100
11.9,577,76.0,7.8,0.0,100,10.8,3,2026-06-14 08:00:04.972 +0100
12.2,578,74.0,7.7,0.0,100,11.2,3,2026-06-14 08:20:02.963 +0100
12.5,579,72.0,7.6,0.0,100,11.5,3,2026-06-14 08:40:02.899 +0100
12.8,580,71.0,7.7,0.0,100,11.2,3,2026-06-14 09:00:04.665 +0100
13.0,581,70.0,7.7,0.0,100,10.8,3,2026-06-14 09:20:03.572 +0100
13.3,582,69.0,7.7,0.0,100,10.8,3,2026-06-14 09:40:03.607 +0100
13.8,583,67.0,7.8,0.0,100,10.4,3,2026-06-14 10:00:04.769 +0100
13.9,584,66.0,7.6,0.0,100,11.5,3,2026-06-14 10:20:03.732 +0100
14.2,585,62.0,7.0,0.0,93,11.5,3,2026-06-14 10:40:03.815 +0100
14.7,586,60.0,7.1,0.0,88,11.9,3,2026-06-14 11:00:04.772 +0100
15.0,587,59.0,7.0,0.0,90,11.5,3,2026-06-14 11:20:03.783 +0100
15.4,588,59.0,7.5,0.0,99,10.8,3,2026-06-14 11:40:03.819 +0100
15.9,589,56.0,7.2,0.0,100,11.2,3,2026-06-14 12:00:04.982 +0100
16.1,590,55.0,7.1,0.0,99,10.8,3,2026-06-14 12:20:03.068 +0100
16.3,591,54.0,7.0,0.0,100,10.4,3,2026-06-14 12:40:03.101 +0100
16.4,592,53.0,6.8,0.0,100,8.6,3,2026-06-14 13:00:04.469 +0100
16.7,593,52.0,6.8,0.0,96,8.6,3,2026-06-14 13:20:03.583 +0100
17.3,594,49.0,6.5,0.0,100,10.1,3,2026-06-14 13:40:03.516 +0100
17.6,595,49.0,6.8,0.0,100,10.1,3,2026-06-14 14:00:04.576 +0100
17.8,596,49.0,7.0,0.0,96,10.1,3,2026-06-14 14:20:03.484 +0100
18.0,597,48.0,6.9,0.0,90,10.1,3,2026-06-14 14:40:03.520 +0100
18.4,598,47.0,6.9,0.0,82,11.2,3,2026-06-14 15:00:04.574 +0100
18.4,599,47.0,6.9,0.0,85,11.5,3,2026-06-14 15:20:03.574 +0100
18.4,600,46.0,6.6,0.0,93,11.5,3,2026-06-14 15:40:03.708 +0100
18.4,601,46.0,6.6,0.0,96,11.9,3,2026-06-14 16:00:04.764 +0100
18.5,602,45.0,6.4,0.0,65,11.9,2,2026-06-14 16:20:04.004 +0100
19.5,603,45.0,7.2,0.0,63,13.0,2,2026-06-14 16:40:03.023 +0100
19.4,604,45.0,7.2,0.0,29,12.6,1,2026-06-14 17:00:04.395 +0100
19.3,605,45.0,7.1,0.0,21,12.2,1,2026-06-14 17:20:03.514 +0100
19.3,606,46.0,7.4,0.0,16,11.9,0,2026-06-14 17:40:03.554 +0100
19.1,607,47.0,7.6,0.0,7,10.8,0,2026-06-14 18:00:04.694 +0100
19.0,608,48.0,7.7,0.0,24,10.4,1,2026-06-14 18:20:03.594 +0100
19.2,609,46.0,7.3,0.0,57,10.8,2,2026-06-14 18:40:03.632 +0100
19.0,610,47.0,7.5,0.0,98,11.2,3,2026-06-14 19:00:04.992 +0100
18.9,611,47.0,7.3,0.0,85,11.5,3,2026-06-14 19:20:03.071 +0100
18.7,612,48.0,7.5,0.0,53,12.6,2,2026-06-14 19:40:03.221 +0100
18.3,613,48.0,7.1,0.0,0,11.9,0,2026-06-14 20:00:04.696 +0100
18.1,614,49.0,7.3,0.0,0,11.2,0,2026-06-14 20:20:04.015 +0100
18.0,615,49.0,7.1,0.0,0,11.5,0,2026-06-14 20:40:03.334 +0100
17.6,616,50.0,7.1,0.0,0,10.1,0,2026-06-14 21:00:04.494 +0100
17.5,617,50.0,7.0,0.0,1,9.0,0,2026-06-14 21:20:03.710 +0100
17.4,618,51.0,7.2,0.0,10,7.6,0,2026-06-14 21:40:03.951 +0100
17.2,619,53.0,7.5,0.0,25,6.5,1,2026-06-14 22:00:03.885 +0100
17.0,620,55.0,7.9,0.0,19,7.6,0,2026-06-14 22:20:03.920 +0100
16.6,621,58.0,8.3,0.0,1,12.6,0,2026-06-14 22:40:03.953 +0100
15.9,622,63.0,8.9,0.0,0,18.4,0,2026-06-14 23:00:04.296 +0100
15.4,623,65.0,8.9,0.0,0,18.4,0,2026-06-14 23:20:03.511 +0100
14.9,624,67.0,8.9,0.0,37,17.3,1,2026-06-14 23:40:03.732 +0100
14.2,625,70.0,8.8,0.0,57,15.5,2,2026-06-15 00:00:04.913 +0100
13.8,626,72.0,8.8,0.0,68,15.5,2,2026-06-15 00:20:04.229 +0100
13.5,627,73.0,8.8,0.0,100,15.8,3,2026-06-15 00:40:03.445 +0100
13.1,628,75.0,8.8,0.0,100,15.1,3,2026-06-15 01:00:04.404 +0100
12.9,629,76.0,8.8,0.0,100,14.8,3,2026-06-15 01:20:03.404 +0100
12.7,630,77.0,8.8,0.0,100,14.8,3,2026-06-15 01:40:03.431 +0100
12.4,631,78.0,8.7,0.0,100,15.1,3,2026-06-15 02:00:04.280 +0100
12.3,632,79.0,8.8,0.0,100,15.1,3,2026-06-15 02:20:03.288 +0100
12.1,633,80.0,8.7,0.0,100,15.1,3,2026-06-15 02:40:03.225 +0100
11.8,634,81.0,8.6,0.0,100,14.8,3,2026-06-15 03:00:04.094 +0100
11.3,635,81.0,8.2,0.0,100,14.0,3,2026-06-15 03:20:03.016 +0100
11.2,636,81.0,8.0,0.0,100,14.4,3,2026-06-15 03:40:02.946 +0100
10.9,637,80.0,7.6,0.0,100,14.8,3,2026-06-15 04:00:05.667 +0100
10.8,638,79.0,7.3,0.0,100,14.4,3,2026-06-15 04:20:03.630 +0100
10.8,639,78.0,7.2,0.0,100,14.4,3,2026-06-15 04:40:03.664 +0100
10.7,640,77.0,6.9,0.0,100,13.7,3,2026-06-15 05:00:04.723 +0100
10.7,641,77.0,6.9,0.0,100,13.3,3,2026-06-15 05:20:03.731 +0100
10.8,642,74.0,6.3,0.0,100,14.0,3,2026-06-15 05:40:03.871 +0100
10.8,643,73.0,6.1,0.0,100,13.3,3,2026-06-15 06:00:05.136 +0100
10.8,644,73.0,6.2,0.0,100,13.3,3,2026-06-15 06:20:03.224 +0100
10.7,645,72.0,5.9,0.0,100,13.3,3,2026-06-15 06:40:03.157 +0100
10.9,646,71.0,5.9,0.0,100,12.6,3,2026-06-15 07:00:04.216 +0100
11.1,647,71.0,6.0,0.0,100,12.6,3,2026-06-15 07:20:03.123 +0100
11.0,648,75.0,6.8,0.0,100,13.3,3,2026-06-15 07:40:03.057 +0100
11.4,649,76.0,7.3,0.0,100,13.7,3,2026-06-15 08:00:04.732 +0100
11.6,650,76.0,7.6,0.0,100,14.0,3,2026-06-15 08:20:03.845 +0100
11.5,651,82.0,8.6,0.1,100,13.7,51,2026-06-15 08:40:04.108 +0100
11.8,652,84.0,9.2,0.1,100,13.7,51,2026-06-15 09:00:04.327 +0100
12.1,653,85.0,9.6,0.1,100,14.0,51,2026-06-15 09:20:03.232 +0100
11.5,654,90.0,10.0,0.1,99,13.3,51,2026-06-15 09:40:03.369 +0100
12.1,655,89.0,10.4,0.1,98,14.0,51,2026-06-15 10:00:04.329 +0100
12.5,656,80.0,9.1,0.0,96,14.0,3,2026-06-15 10:20:03.340 +0100
13.9,657,78.0,10.2,0.0,96,14.4,3,2026-06-15 10:40:03.375 +0100
14.8,658,74.0,10.2,0.0,100,13.7,3,2026-06-15 11:00:04.845 +0100
15.2,659,73.0,10.4,0.0,98,14.0,3,2026-06-15 11:20:03.855 +0100
14.9,660,75.0,10.5,0.0,92,14.4,3,2026-06-15 11:40:03.890 +0100
15.4,661,72.0,10.4,0.0,86,15.5,3,2026-06-15 12:00:05.052 +0100
15.8,662,70.0,10.4,0.0,88,15.8,3,2026-06-15 12:20:03.241 +0100
15.7,663,71.0,10.4,0.0,97,16.2,3,2026-06-15 12:40:03.380 +0100
16.7,664,67.0,10.6,0.0,100,16.9,3,2026-06-15 13:00:05.363 +0100
17.2,665,65.0,10.6,0.0,100,17.3,3,2026-06-15 13:20:03.349 +0100
18.2,666,60.0,10.3,0.0,100,15.8,3,2026-06-15 13:40:03.487 +0100
18.9,667,58.0,10.5,0.0,100,15.8,3,2026-06-15 14:00:04.853 +0100
19.1,668,58.0,10.7,0.0,100,15.8,3,2026-06-15 14:20:03.864 +0100
19.3,669,58.0,10.8,0.0,100,15.5,3,2026-06-15 14:40:04.001 +0100
19.5,670,59.0,11.3,0.0,100,15.1,3,2026-06-15 15:00:05.163 +0100
19.7,671,59.0,11.5,0.0,93,14.8,3,2026-06-15 15:20:03.354 +0100
20.0,672,61.0,12.2,0.0,97,14.4,3,2026-06-15 15:40:03.492 +0100
19.3,673,62.0,11.9,0.0,95,15.8,3,2026-06-15 16:00:04.860 +0100
19.5,674,62.0,12.0,0.0,96,15.8,3,2026-06-15 16:20:03.973 +0100
19.2,675,63.0,12.0,0.0,100,14.8,3,2026-06-15 16:40:03.086 +0100
19.6,676,62.0,12.2,0.0,100,14.0,3,2026-06-15 17:00:04.760 +0100
19.8,677,62.0,12.3,0.0,100,13.7,3,2026-06-15 17:20:03.954 +0100
19.5,678,62.0,12.1,0.0,100,13.3,3,2026-06-15 17:40:03.259 +0100
19.7,679,62.0,12.2,0.0,100,13.3,3,2026-06-15 18:00:04.965 +0100
19.7,680,62.0,12.3,0.0,100,13.7,3,2026-06-15 18:20:03.159 +0100
19.4,681,65.0,12.6,0.0,100,13.7,3,2026-06-15 18:40:03.398 +0100
19.3,682,66.0,12.8,0.0,100,14.8,3,2026-06-15 19:00:04.766 +0100
19.2,683,66.0,12.7,0.0,100,14.4,3,2026-06-15 19:20:03.732 +0100
19.3,684,65.0,12.5,0.0,100,12.6,3,2026-06-15 19:40:04.003 +0100
19.0,685,67.0,12.8,0.0,100,12.6,3,2026-06-15 20:00:04.641 +0100
18.8,686,68.0,12.8,0.0,100,12.6,3,2026-06-15 20:20:03.732 +0100
18.9,687,67.0,12.7,0.0,100,12.6,3,2026-06-15 20:40:03.799 +0100
18.5,688,68.0,12.5,0.0,100,12.2,3,2026-06-15 21:00:05.189 +0100
18.3,689,69.0,12.6,0.0,100,12.2,3,2026-06-15 21:20:03.276 +0100
18.2,690,69.0,12.4,0.0,100,11.9,3,2026-06-15 21:40:03.311 +0100
17.9,691,69.0,12.1,0.0,100,13.0,3,2026-06-15 22:00:04.368 +0100
17.7,692,69.0,11.9,0.0,100,13.0,3,2026-06-15 22:20:03.586 +0100
17.5,693,70.0,12.0,0.0,99,13.7,3,2026-06-15 22:40:03.622 +0100
17.1,694,71.0,11.8,0.0,98,13.0,3,2026-06-15 23:00:05.085 +0100
16.9,695,72.0,11.8,0.0,99,13.0,3,2026-06-15 23:20:03.377 +0100
16.7,696,73.0,11.9,0.0,96,11.5,3,2026-06-15 23:40:03.517 +0100
16.4,697,75.0,12.0,0.0,100,11.2,3,2026-06-16 00:00:04.578 +0100
16.0,698,78.0,12.2,0.0,100,10.8,3,2026-06-16 00:20:03.690 +0100
15.9,699,79.0,12.3,0.0,100,9.7,3,2026-06-16 00:40:03.727 +0100
15.7,700,80.0,12.3,0.0,100,8.6,3,2026-06-16 01:00:04.788 +0100
15.7,701,81.0,12.5,0.0,100,8.3,3,2026-06-16 01:20:03.798 +0100
15.3,702,83.0,12.5,0.0,98,5.8,3,2026-06-16 01:40:03.832 +0100
15.4,703,85.0,12.9,0.0,100,3.2,3,2026-06-16 02:00:04.585 +0100
15.4,704,85.0,12.9,0.0,99,3.2,3,2026-06-16 02:20:03.492 +0100
15.4,705,85.0,12.9,0.0,98,4.0,3,2026-06-16 02:40:03.425 +0100
15.4,706,85.0,12.9,0.0,95,5.8,3,2026-06-16 03:00:04.483 +0100
15.3,707,85.0,12.8,0.0,94,6.1,3,2026-06-16 03:20:03.697 +0100
15.2,708,84.0,12.6,0.0,92,6.1,3,2026-06-16 03:40:03.825 +0100
15.5,709,82.0,12.4,0.0,100,7.6,3,2026-06-16 04:00:06.118 +0100
15.4,710,81.0,12.2,0.0,95,8.3,3,2026-06-16 04:20:03.295 +0100
15.1,711,81.0,11.9,0.0,98,8.6,3,2026-06-16 04:40:03.231 +0100
